 
                                                                                                                                                                                                                                                                
 
  PERMNO        date    COMNAM                                 TICKER               PRC           VOL     SHROUT
   14593    20100520    APPLE INC                              AAPL           237.75999      47089230     909938
   14593    20100521    APPLE INC                              AAPL           242.32001      44813081     909938
   14593    20100524    APPLE INC                              AAPL           246.75999      27693587     909938
   14593    20100525    APPLE INC                              AAPL           245.22000      38537030     909938
   14593    20100526    APPLE INC                              AAPL           244.10899      31453187     909938
   14593    20100527    APPLE INC                              AAPL           253.35001      24590770     909938
   14593    20100528    APPLE INC                              AAPL           256.88000      30042554     909938
   14593    20100601    APPLE INC                              AAPL           260.82999      32353080     909938
   14593    20100602    APPLE INC                              AAPL           263.95001      25400901     909938
   14593    20100603    APPLE INC                              AAPL           263.12000      23929192     909938
   14593    20100604    APPLE INC                              AAPL           255.96500      27992969     909938
   14593    20100607    APPLE INC                              AAPL           250.94000      32679163     909938
   14593    20100608    APPLE INC                              AAPL           249.33000      36765548     909938
   14593    20100609    APPLE INC                              AAPL           243.20000      31530992     909938
   14593    20100610    APPLE INC                              AAPL           250.50999      28790289     909938
   14593    20100611    APPLE INC                              AAPL           253.50999      20119227     909938
   14593    20100614    APPLE INC                              AAPL           254.28000      22235136     909938
   14593    20100615    APPLE INC                              AAPL           259.69000      21473940     909938
   14593    20100616    APPLE INC                              AAPL           267.25000      28760892     909938
   14593    20100617    APPLE INC                              AAPL           271.87000      32027185     909938
   14593    20100618    APPLE INC                              AAPL           274.07401      28639451     909938
   14593    20100621    APPLE INC                              AAPL           270.17001      28585989     909938
   14593    20100622    APPLE INC                              AAPL           273.85001      26469803     909938
   14593    20100623    APPLE INC                              AAPL           270.97000      28221973     909938
   14593    20100624    APPLE INC                              AAPL           269.00000      26322538     909938
   14593    20100625    APPLE INC                              AAPL           266.70001      20292812     913482
   14593    20100628    APPLE INC                              AAPL           268.29999      21608672     913482
   14593    20100629    APPLE INC                              AAPL           256.17001      41767499     913482
   14593    20100630    APPLE INC                              AAPL           251.53000      27301121     913482
   14593    20100701    APPLE INC                              AAPL           248.48000      37739510     913482
   14593    20100702    APPLE INC                              AAPL           246.94000      25530320     913482
   14593    20100706    APPLE INC                              AAPL           248.63000      22719547     913482
   14593    20100707    APPLE INC                              AAPL           258.66501      24131413     913482
   14593    20100708    APPLE INC                              AAPL           258.09000      27136741     913482
